Year,Sex,Age,Population
2019,Female,83,"11,654"
2019,Female,84,"10,796"
2019,Female,85,"9,971"
2019,Female,86,"9,607"
2019,Female,87,"8,847"
2019,Female,88,"8,336"
2019,Female,89,"7,366"
2019,Female,90,"6,486"
2019,Female,91,"5,640"
2019,Female,92,"4,889"
2019,Female,93,"4,240"
2019,Female,94,"3,559"
2019,Female,95,"2,898"
2019,Female,96,"2,253"
2019,Female,97,"1,776"
2019,Female,98,"1,295"
2019,Female,99,905
2019,Female,100+,"1,572"
2020,Male,0,"24,478"
2020,Male,1,"24,426"
2020,Male,2,"24,314"
2020,Male,3,"24,223"
2020,Male,4,"24,123"
2020,Male,5,"24,109"
2020,Male,6,"24,024"
2020,Male,7,"24,356"
2020,Male,8,"24,234"
2020,Male,9,"24,226"
2020,Male,10,"25,221"
2020,Male,11,"25,555"
2020,Male,12,"25,521"
2020,Male,13,"25,310"
2020,Male,14,"24,754"
2020,Male,15,"24,603"
2020,Male,16,"24,886"
2020,Male,17,"24,925"
2020,Male,18,"24,993"
2020,Male,19,"25,693"
2020,Male,20,"27,156"
2020,Male,21,"28,581"
2020,Male,22,"30,014"
2020,Male,23,"32,364"
2020,Male,24,"35,809"
2020,Male,25,"37,204"
2020,Male,26,"37,359"
2020,Male,27,"37,059"
2020,Male,28,"36,417"
2020,Male,29,"35,760"
2020,Male,30,"35,312"
2020,Male,31,"34,789"
2020,Male,32,"33,606"
2020,Male,33,"32,973"
2020,Male,34,"34,040"
2020,Male,35,"34,418"
2020,Male,36,"34,040"
2020,Male,37,"33,975"
2020,Male,38,"33,589"
2020,Male,39,"33,895"
2020,Male,40,"33,356"
2020,Male,41,"32,143"
2020,Male,42,"31,194"
2020,Male,43,"31,144"
2020,Male,44,"31,176"
2020,Male,45,"31,151"
2020,Male,46,"30,326"
2020,Male,47,"30,854"
2020,Male,48,"31,203"
2020,Male,49,"33,375"
2020,Male,50,"33,179"
2020,Male,51,"32,672"
2020,Male,52,"31,732"
2020,Male,53,"31,242"
2020,Male,54,"31,937"
2020,Male,55,"33,867"
2020,Male,56,"35,104"
2020,Male,57,"36,277"
2020,Male,58,"34,886"
2020,Male,59,"35,513"
2020,Male,60,"34,743"
2020,Male,61,"33,843"
2020,Male,62,"34,039"
2020,Male,63,"33,072"
2020,Male,64,"32,734"
2020,Male,65,"31,809"
2020,Male,66,"30,666"
2020,Male,67,"29,547"
2020,Male,68,"28,651"
2020,Male,69,"28,090"
2020,Male,70,"27,569"
2020,Male,71,"26,487"
2020,Male,72,"26,388"
2020,Male,73,"25,695"
2020,Male,74,"21,141"
2020,Male,75,"19,315"
2020,Male,76,"18,662"
2020,Male,77,"17,182"
2020,Male,78,"15,316"
2020,Male,79,"14,056"
2020,Male,80,"12,781"
2020,Male,81,"11,722"
2020,Male,82,"10,686"
2020,Male,83,"9,766"
2020,Male,84,"9,279"
2020,Male,85,"8,362"
2020,Male,86,"7,540"
2020,Male,87,"6,921"
2020,Male,88,"6,337"
2020,Male,89,"5,587"
2020,Male,90,"4,733"
2020,Male,91,"3,862"
2020,Male,92,"3,187"
2020,Male,93,"2,508"
2020,Male,94,"1,949"
2020,Male,95,"1,520"
2020,Male,96,"1,154"
2020,Male,97,841
2020,Male,98,657
2020,Male,99,423
2020,Male,100+,562
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
2020,Female,0,"23,292"
2020,Female,1,"23,243"
2020,Female,2,"23,122"
2020,Female,3,"23,021"
2020,Female,4,"22,904"
2020,Female,5,"22,687"
2020,Female,6,"22,540"
2020,Female,7,"22,923"
2020,Female,8,"22,771"
2020,Female,9,"23,026"
2020,Female,10,"22,881"
2020,Female,11,"23,494"
2020,Female,12,"23,717"
2020,Female,13,"23,415"
2020,Female,14,"23,214"
2020,Female,15,"23,187"
2020,Female,16,"23,341"
2020,Female,17,"23,481"
2020,Female,18,"23,513"
2020,Female,19,"24,464"
2020,Female,20,"25,714"
2020,Female,21,"27,448"
2020,Female,22,"29,008"
2020,Female,23,"30,386"
2020,Female,24,"33,641"
2020,Female,25,"34,340"
2020,Female,26,"34,462"
2020,Female,27,"34,554"
2020,Female,28,"34,436"
2020,Female,29,"34,193"
2020,Female,30,"35,644"
2020,Female,31,"35,266"
2020,Female,32,"34,936"
2020,Female,33,"34,936"
2020,Female,34,"35,314"
2020,Female,35,"35,768"
2020,Female,36,"35,616"
2020,Female,37,"35,595"
2020,Female,38,"35,356"
2020,Female,39,"34,606"
2020,Female,40,"33,587"
2020,Female,41,"32,686"
2020,Female,42,"31,784"
2020,Female,43,"31,454"
2020,Female,44,"31,927"
2020,Female,45,"31,827"
2020,Female,46,"31,432"
2020,Female,47,"31,858"
2020,Female,48,"32,218"
2020,Female,49,"34,897"
2020,Female,50,"34,586"
2020,Female,51,"34,690"
2020,Female,52,"33,463"
2020,Female,53,"32,497"
2020,Female,54,"33,916"
2020,Female,55,"35,600"
2020,Female,56,"37,568"
2020,Female,57,"37,709"
2020,Female,58,"36,585"
2020,Female,59,"37,160"
2020,Female,60,"36,644"
2020,Female,61,"35,891"
2020,Female,62,"35,554"
2020,Female,63,"34,677"
2020,Female,64,"33,789"
2020,Female,65,"33,520"
2020,Female,66,"32,013"
2020,Female,67,"30,614"
2020,Female,68,"29,534"
2020,Female,69,"28,944"
2020,Female,70,"28,654"
2020,Female,71,"27,425"
2020,Female,72,"27,162"
2020,Female,73,"27,033"
2020,Female,74,"22,137"
2020,Female,75,"20,467"
2020,Female,76,"19,857"
2020,Female,77,"18,673"
2020,Female,78,"16,969"
2020,Female,79,"16,350"
2020,Female,80,"14,717"
2020,Female,81,"13,582"
2020,Female,82,"12,899"
2020,Female,83,"12,026"
2020,Female,84,"11,182"
2020,Female,85,"10,351"
2020,Female,86,"9,483"
2020,Female,87,"9,060"
2020,Female,88,"8,282"
2020,Female,89,"7,649"
2020,Female,90,"6,765"
2020,Female,91,"5,857"
2020,Female,92,"5,039"
2020,Female,93,"4,320"
2020,Female,94,"3,680"
2020,Female,95,"2,992"
2020,Female,96,"2,388"
2020,Female,97,"1,852"
2020,Female,98,"1,379"
2020,Female,99,"1,039"
2020,Female,100+,"1,894"
2021,Male,0,"24,743"
2021,Male,1,"24,720"
2021,Male,2,"24,669"
2021,Male,3,"24,568"
2021,Male,4,"24,484"
2021,Male,5,"24,404"
2021,Male,6,"24,376"
2021,Male,7,"24,293"
2021,Male,8,"24,624"
2021,Male,9,"24,511"
2021,Male,10,"24,510"
2021,Male,11,"25,498"
2021,Male,12,"25,834"
2021,Male,13,"25,799"
2021,Male,14,"25,589"
2021,Male,15,"25,013"
2021,Male,16,"24,878"
2021,Male,17,"25,135"
2021,Male,18,"25,223"
2021,Male,19,"25,393"
2021,Male,20,"26,175"
2021,Male,21,"27,651"
2021,Male,22,"29,132"
2021,Male,23,"30,586"
2021,Male,24,"32,960"
2021,Male,25,"36,505"
2021,Male,26,"37,877"
2021,Male,27,"38,066"
2021,Male,28,"37,778"
2021,Male,29,"37,084"
2021,Male,30,"36,397"
2021,Male,31,"35,906"
2021,Male,32,"35,326"
2021,Male,33,"34,083"
2021,Male,34,"33,457"
2021,Male,35,"34,495"
2021,Male,36,"34,845"
2021,Male,37,"34,446"
2021,Male,38,"34,337"
2021,Male,39,"33,962"
2021,Male,40,"34,240"
2021,Male,41,"33,664"
2021,Male,42,"32,445"
2021,Male,43,"31,485"
2021,Male,44,"31,363"
2021,Male,45,"31,366"
2021,Male,46,"31,272"
2021,Male,47,"30,453"
2021,Male,48,"30,939"
2021,Male,49,"31,239"
2021,Male,50,"33,368"
2021,Male,51,"33,199"
2021,Male,52,"32,665"
2021,Male,53,"31,727"
2021,Male,54,"31,227"
2021,Male,55,"31,946"
2021,Male,56,"33,849"
2021,Male,57,"35,089"
2021,Male,58,"36,220"
2021,Male,59,"34,827"
2021,Male,60,"35,423"
2021,Male,61,"34,632"
2021,Male,62,"33,694"
2021,Male,63,"33,933"
2021,Male,64,"32,890"
2021,Male,65,"32,546"
2021,Male,66,"31,583"
2021,Male,67,"30,466"
2021,Male,68,"29,344"
2021,Male,69,"28,413"
2021,Male,70,"27,829"
2021,Male,71,"27,241"
2021,Male,72,"26,134"
2021,Male,73,"25,991"
2021,Male,74,"25,188"
2021,Male,75,"20,637"
2021,Male,76,"18,846"
2021,Male,77,"18,128"
2021,Male,78,"16,596"
2021,Male,79,"14,720"
2021,Male,80,"13,452"
2021,Male,81,"12,193"
2021,Male,82,"11,138"
2021,Male,83,"10,086"
2021,Male,84,"9,271"
2021,Male,85,"8,723"
2021,Male,86,"7,805"
2021,Male,87,"6,948"
2021,Male,88,"6,366"
2021,Male,89,"5,752"
2021,Male,90,"5,087"
2021,Male,91,"4,165"
2021,Male,92,"3,408"
2021,Male,93,"2,724"
2021,Male,94,"2,144"
2021,Male,95,"1,647"
2021,Male,96,"1,211"
2021,Male,97,944
2021,Male,98,695
2021,Male,99,496
2021,Male,100+,762
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
2021,Female,0,"23,546"
2021,Female,1,"23,524"
2021,Female,2,"23,462"
2021,Female,3,"23,345"
2021,Female,4,"23,249"
2021,Female,5,"23,138"
2021,Female,6,"22,917"
2021,Female,7,"22,776"
2021,Female,8,"23,156"
2021,Female,9,"23,006"
2021,Female,10,"23,254"
2021,Female,11,"23,136"
2021,Female,12,"23,756"
2021,Female,13,"23,954"
2021,Female,14,"23,662"
2021,Female,15,"23,478"
2021,Female,16,"23,448"
2021,Female,17,"23,603"
2021,Female,18,"23,809"
2021,Female,19,"23,941"
2021,Female,20,"24,983"
2021,Female,21,"26,296"
2021,Female,22,"28,092"
2021,Female,23,"29,693"
2021,Female,24,"31,155"
2021,Female,25,"34,429"
2021,Female,26,"35,123"
2021,Female,27,"35,248"
2021,Female,28,"35,342"
2021,Female,29,"35,266"
2021,Female,30,"35,006"
2021,Female,31,"36,452"
2021,Female,32,"36,035"
2021,Female,33,"35,652"
2021,Female,34,"35,562"
2021,Female,35,"35,850"
2021,Female,36,"36,251"
2021,Female,37,"36,058"
2021,Female,38,"35,991"
2021,Female,39,"35,752"
2021,Female,40,"34,976"
2021,Female,41,"33,945"
2021,Female,42,"33,013"
2021,Female,43,"32,095"
2021,Female,44,"31,724"
2021,Female,45,"32,204"
2021,Female,46,"32,042"
2021,Female,47,"31,651"
2021,Female,48,"32,054"
2021,Female,49,"32,371"
2021,Female,50,"35,038"
2021,Female,51,"34,714"
2021,Female,52,"34,810"
2021,Female,53,"33,550"
2021,Female,54,"32,619"
2021,Female,55,"34,028"
2021,Female,56,"35,675"
2021,Female,57,"37,619"
2021,Female,58,"37,773"
2021,Female,59,"36,657"
2021,Female,60,"37,195"
2021,Female,61,"36,693"
2021,Female,62,"35,916"
2021,Female,63,"35,528"
2021,Female,64,"34,637"
2021,Female,65,"33,748"
2021,Female,66,"33,471"
2021,Female,67,"31,961"
2021,Female,68,"30,520"
2021,Female,69,"29,398"
2021,Female,70,"28,720"
2021,Female,71,"28,395"
2021,Female,72,"27,177"
2021,Female,73,"26,890"
2021,Female,74,"26,687"
2021,Female,75,"21,824"
2021,Female,76,"20,094"
2021,Female,77,"19,492"
2021,Female,78,"18,299"
2021,Female,79,"16,570"
2021,Female,80,"15,919"
2021,Female,81,"14,245"
2021,Female,82,"13,128"
2021,Female,83,"12,403"
2021,Female,84,"11,538"
2021,Female,85,"10,721"
2021,Female,86,"9,845"
2021,Female,87,"8,944"
2021,Female,88,"8,483"
2021,Female,89,"7,602"
2021,Female,90,"7,027"
2021,Female,91,"6,112"
2021,Female,92,"5,236"
2021,Female,93,"4,454"
2021,Female,94,"3,751"
2021,Female,95,"3,096"
2021,Female,96,"2,466"
2021,Female,97,"1,964"
2021,Female,98,"1,438"
2021,Female,99,"1,106"
2021,Female,100+,"2,243"
2022,Male,0,"24,974"
2022,Male,1,"24,986"
2022,Male,2,"24,964"
2022,Male,3,"24,925"
2022,Male,4,"24,831"
2022,Male,5,"24,767"
2022,Male,6,"24,673"
2022,Male,7,"24,648"
2022,Male,8,"24,564"
2022,Male,9,"24,905"
2022,Male,10,"24,799"
2022,Male,11,"24,791"
2022,Male,12,"25,782"
2022,Male,13,"26,117"
2022,Male,14,"26,083"
2022,Male,15,"25,853"
2022,Male,16,"25,294"
2022,Male,17,"25,133"
2022,Male,18,"25,437"
2022,Male,19,"25,626"
2022,Male,20,"25,877"
2022,Male,21,"26,672"
2022,Male,22,"28,205"
2022,Male,23,"29,705"
2022,Male,24,"31,185"
2022,Male,25,"33,662"
2022,Male,26,"37,184"
2022,Male,27,"38,591"
2022,Male,28,"38,793"
2022,Male,29,"38,453"
2022,Male,30,"37,731"
2022,Male,31,"37,003"
2022,Male,32,"36,454"
2022,Male,33,"35,812"
2022,Male,34,"34,576"
2022,Male,35,"33,921"
2022,Male,36,"34,930"
2022,Male,37,"35,257"
2022,Male,38,"34,812"
2022,Male,39,"34,714"
2022,Male,40,"34,311"
2022,Male,41,"34,550"
2022,Male,42,"33,967"
2022,Male,43,"32,737"
2022,Male,44,"31,706"
2022,Male,45,"31,557"
2022,Male,46,"31,489"
2022,Male,47,"31,400"
2022,Male,48,"30,542"
2022,Male,49,"30,977"
2022,Male,50,"31,241"
2022,Male,51,"33,387"
2022,Male,52,"33,189"
2022,Male,53,"32,655"
2022,Male,54,"31,707"
2022,Male,55,"31,236"
2022,Male,56,"31,936"
2022,Male,57,"33,839"
2022,Male,58,"35,038"
2022,Male,59,"36,151"
2022,Male,60,"34,742"
2022,Male,61,"35,308"
2022,Male,62,"34,478"
2022,Male,63,"33,592"
2022,Male,64,"33,743"
2022,Male,65,"32,701"
2022,Male,66,"32,310"
2022,Male,67,"31,370"
2022,Male,68,"30,251"
2022,Male,69,"29,097"
2022,Male,70,"28,149"
2022,Male,71,"27,499"
2022,Male,72,"26,878"
2022,Male,73,"25,743"
2022,Male,74,"25,480"
2022,Male,75,"24,578"
2022,Male,76,"20,134"
2022,Male,77,"18,308"
2022,Male,78,"17,510"
2022,Male,79,"15,950"
2022,Male,80,"14,088"
2022,Male,81,"12,834"
2022,Male,82,"11,587"
2022,Male,83,"10,513"
2022,Male,84,"9,577"
2022,Male,85,"8,717"
2022,Male,86,"8,145"
2022,Male,87,"7,195"
2022,Male,88,"6,393"
2022,Male,89,"5,780"
2022,Male,90,"5,239"
2022,Male,91,"4,478"
2022,Male,92,"3,677"
2022,Male,93,"2,914"
2022,Male,94,"2,330"
2022,Male,95,"1,812"
2022,Male,96,"1,312"
2022,Male,97,991
2022,Male,98,780
2022,Male,99,524
2022,Male,100+,973
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
2022,Female,0,"23,766"
2022,Female,1,"23,778"
2022,Female,2,"23,743"
2022,Female,3,"23,686"
2022,Female,4,"23,574"
2022,Female,5,"23,485"
2022,Female,6,"23,370"
2022,Female,7,"23,156"
2022,Female,8,"23,013"
2022,Female,9,"23,395"
2022,Female,10,"23,237"
2022,Female,11,"23,513"
2022,Female,12,"23,403"
2022,Female,13,"23,997"
2022,Female,14,"24,206"
2022,Female,15,"23,933"
2022,Female,16,"23,744"
2022,Female,17,"23,716"
2022,Female,18,"23,936"
2022,Female,19,"24,240"
2022,Female,20,"24,463"
2022,Female,21,"25,567"
2022,Female,22,"26,943"
2022,Female,23,"28,781"
2022,Female,24,"30,470"
2022,Female,25,"31,956"
2022,Female,26,"35,226"
2022,Female,27,"35,925"
2022,Female,28,"36,051"
2022,Female,29,"36,187"
2022,Female,30,"36,093"
2022,Female,31,"35,827"
2022,Female,32,"37,232"
2022,Female,33,"36,761"
2022,Female,34,"36,288"
2022,Female,35,"36,106"
2022,Female,36,"36,342"
2022,Female,37,"36,702"
2022,Female,38,"36,462"
2022,Female,39,"36,394"
2022,Female,40,"36,129"
2022,Female,41,"35,341"
2022,Female,42,"34,278"
2022,Female,43,"33,329"
2022,Female,44,"32,368"
2022,Female,45,"32,004"
2022,Female,46,"32,421"
2022,Female,47,"32,263"
2022,Female,48,"31,849"
2022,Female,49,"32,207"
2022,Female,50,"32,515"
2022,Female,51,"35,164"
2022,Female,52,"34,833"
2022,Female,53,"34,892"
2022,Female,54,"33,668"
2022,Female,55,"32,733"
2022,Female,56,"34,108"
2022,Female,57,"35,733"
2022,Female,58,"37,684"
2022,Female,59,"37,840"
2022,Female,60,"36,693"
2022,Female,61,"37,242"
2022,Female,62,"36,715"
2022,Female,63,"35,888"
2022,Female,64,"35,482"
2022,Female,65,"34,590"
2022,Female,66,"33,698"
2022,Female,67,"33,410"
2022,Female,68,"31,857"
2022,Female,69,"30,377"
2022,Female,70,"29,171"
2022,Female,71,"28,461"
2022,Female,72,"28,137"
2022,Female,73,"26,906"
2022,Female,74,"26,547"
2022,Female,75,"26,300"
2022,Female,76,"21,424"
2022,Female,77,"19,726"
2022,Female,78,"19,100"
2022,Female,79,"17,865"
2022,Female,80,"16,133"
2022,Female,81,"15,405"
2022,Female,82,"13,766"
2022,Female,83,"12,623"
2022,Female,84,"11,898"
2022,Female,85,"11,063"
2022,Female,86,"10,197"
2022,Female,87,"9,287"
2022,Female,88,"8,377"
2022,Female,89,"7,788"
2022,Female,90,"6,985"
2022,Female,91,"6,350"
2022,Female,92,"5,466"
2022,Female,93,"4,630"
2022,Female,94,"3,870"
2022,Female,95,"3,156"
2022,Female,96,"2,552"
2022,Female,97,"2,030"
2022,Female,98,"1,525"
2022,Female,99,"1,154"
2022,Female,100+,"2,562"
2023,Male,0,"25,187"
2023,Male,1,"25,222"
2023,Male,2,"25,234"
2023,Male,3,"25,224"
2023,Male,4,"25,192"
2023,Male,5,"25,119"
2023,Male,6,"25,041"
2023,Male,7,"24,950"
2023,Male,8,"24,924"
2023,Male,9,"24,851"
2023,Male,10,"25,199"
2023,Male,11,"25,086"
2023,Male,12,"25,080"
2023,Male,13,"26,071"
2023,Male,14,"26,408"
2023,Male,15,"26,354"
2023,Male,16,"26,140"
2023,Male,17,"25,554"
2023,Male,18,"25,440"
2023,Male,19,"25,845"
2023,Male,20,"26,115"
2023,Male,21,"26,380"
2023,Male,22,"27,232"
2023,Male,23,"28,785"
2023,Male,24,"30,313"
2023,Male,25,"31,899"
2023,Male,26,"34,355"
2023,Male,27,"37,912"
2023,Male,28,"39,333"
2023,Male,29,"39,483"
2023,Male,30,"39,114"
2023,Male,31,"38,350"
2023,Male,32,"37,563"
2023,Male,33,"36,952"
2023,Male,34,"36,315"
2023,Male,35,"35,049"
2023,Male,36,"34,365"
2023,Male,37,"35,350"
2023,Male,38,"35,629"
2023,Male,39,"35,197"
2023,Male,40,"35,070"
2023,Male,41,"34,629"
2023,Male,42,"34,859"
2023,Male,43,"34,265"
2023,Male,44,"32,963"
2023,Male,45,"31,906"
2023,Male,46,"31,684"
2023,Male,47,"31,623"
2023,Male,48,"31,491"
2023,Male,49,"30,585"
2023,Male,50,"30,982"
2023,Male,51,"31,270"
2023,Male,52,"33,379"
2023,Male,53,"33,179"
2023,Male,54,"32,633"
2023,Male,55,"31,716"
2023,Male,56,"31,232"
2023,Male,57,"31,939"
2023,Male,58,"33,798"
2023,Male,59,"34,980"
2023,Male,60,"36,060"
2023,Male,61,"34,634"
2023,Male,62,"35,152"
2023,Male,63,"34,374"
2023,Male,64,"33,409"
2023,Male,65,"33,549"
2023,Male,66,"32,467"
2023,Male,67,"32,092"
2023,Male,68,"31,147"
2023,Male,69,"29,995"
2023,Male,70,"28,827"
2023,Male,71,"27,818"
2023,Male,72,"27,135"
2023,Male,73,"26,478"
2023,Male,74,"25,242"
2023,Male,75,"24,866"
2023,Male,76,"23,973"
2023,Male,77,"19,560"
2023,Male,78,"17,687"
2023,Male,79,"16,830"
2023,Male,80,"15,266"
2023,Male,81,"13,443"
2023,Male,82,"12,197"
2023,Male,83,"10,939"
2023,Male,84,"9,985"
2023,Male,85,"9,008"
2023,Male,86,"8,142"
2023,Male,87,"7,511"
2023,Male,88,"6,623"
2023,Male,89,"5,807"
2023,Male,90,"5,266"
2023,Male,91,"4,614"
2023,Male,92,"3,955"
2023,Male,93,"3,145"
2023,Male,94,"2,493"
2023,Male,95,"1,970"
2023,Male,96,"1,443"
2023,Male,97,"1,075"
2023,Male,98,819
2023,Male,99,589
2023,Male,100+,"1,158"
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
2023,Female,0,"23,969"
2023,Female,1,"24,003"
2023,Female,2,"24,003"
2023,Female,3,"23,972"
2023,Female,4,"23,920"
2023,Female,5,"23,816"
2023,Female,6,"23,722"
2023,Female,7,"23,614"
2023,Female,8,"23,398"
2023,Female,9,"23,256"
2023,Female,10,"23,631"
2023,Female,11,"23,502"
2023,Female,12,"23,786"
2023,Female,13,"23,649"
2023,Female,14,"24,254"
2023,Female,15,"24,482"
2023,Female,16,"24,204"
2023,Female,17,"24,017"
2023,Female,18,"24,054"
2023,Female,19,"24,372"
2023,Female,20,"24,768"
2023,Female,21,"25,053"
2023,Female,22,"26,221"
2023,Female,23,"27,641"
2023,Female,24,"29,572"
2023,Female,25,"31,286"
2023,Female,26,"32,769"
2023,Female,27,"36,045"
2023,Female,28,"36,744"
2023,Female,29,"36,914"
2023,Female,30,"37,030"
2023,Female,31,"36,930"
2023,Female,32,"36,622"
2023,Female,33,"37,972"
2023,Female,34,"37,410"
2023,Female,35,"36,844"
2023,Female,36,"36,610"
2023,Female,37,"36,804"
2023,Female,38,"37,116"
2023,Female,39,"36,875"
2023,Female,40,"36,781"
2023,Female,41,"36,503"
2023,Female,42,"35,681"
2023,Female,43,"34,601"
2023,Female,44,"33,607"
2023,Female,45,"32,655"
2023,Female,46,"32,227"
2023,Female,47,"32,646"
2023,Female,48,"32,465"
2023,Female,49,"32,007"
2023,Female,50,"32,355"
2023,Female,51,"32,649"
2023,Female,52,"35,285"
2023,Female,53,"34,918"
2023,Female,54,"35,011"
2023,Female,55,"33,784"
2023,Female,56,"32,820"
2023,Female,57,"34,175"
2023,Female,58,"35,808"
2023,Female,59,"37,756"
2023,Female,60,"37,875"
2023,Female,61,"36,746"
2023,Female,62,"37,265"
2023,Female,63,"36,685"
2023,Female,64,"35,843"
2023,Female,65,"35,432"
2023,Female,66,"34,538"
2023,Female,67,"33,638"
2023,Female,68,"33,297"
2023,Female,69,"31,705"
2023,Female,70,"30,141"
2023,Female,71,"28,910"
2023,Female,72,"28,206"
2023,Female,73,"27,857"
2023,Female,74,"26,566"
2023,Female,75,"26,166"
2023,Female,76,"25,813"
2023,Female,77,"21,031"
2023,Female,78,"19,331"
2023,Female,79,"18,648"
2023,Female,80,"17,393"
2023,Female,81,"15,613"
2023,Female,82,"14,886"
2023,Female,83,"13,237"
2023,Female,84,"12,110"
2023,Female,85,"11,410"
2023,Female,86,"10,525"
2023,Female,87,"9,622"
2023,Female,88,"8,700"
2023,Female,89,"7,692"
2023,Female,90,"7,158"
2023,Female,91,"6,315"
2023,Female,92,"5,682"
2023,Female,93,"4,836"
2023,Female,94,"4,025"
2023,Female,95,"3,257"
2023,Female,96,"2,603"
2023,Female,97,"2,103"
2023,Female,98,"1,576"
2023,Female,99,"1,224"
2023,Female,100+,"2,842"
2024,Male,0,"25,363"
2024,Male,1,"25,436"
2024,Male,2,"25,472"
2024,Male,3,"25,497"
2024,Male,4,"25,494"
2024,Male,5,"25,483"
2024,Male,6,"25,396"
2024,Male,7,"25,320"
2024,Male,8,"25,228"
2024,Male,9,"25,213"
2024,Male,10,"25,147"
2024,Male,11,"25,488"
2024,Male,12,"25,378"
2024,Male,13,"25,372"
2024,Male,14,"26,364"
2024,Male,15,"26,681"
2024,Male,16,"26,643"
2024,Male,17,"26,402"
2024,Male,18,"25,863"
2024,Male,19,"25,850"
2024,Male,20,"26,336"
2024,Male,21,"26,620"
2024,Male,22,"26,943"
2024,Male,23,"27,816"
2024,Male,24,"29,396"
2024,Male,25,"31,032"
2024,Male,26,"32,598"
2024,Male,27,"35,090"
2024,Male,28,"38,660"
2024,Male,29,"40,027"
2024,Male,30,"40,148"
2024,Male,31,"39,738"
2024,Male,32,"38,915"
2024,Male,33,"38,064"
2024,Male,34,"37,459"
2024,Male,35,"36,791"
2024,Male,36,"35,497"
2024,Male,37,"34,790"
2024,Male,38,"35,725"
2024,Male,39,"36,017"
2024,Male,40,"35,556"
2024,Male,41,"35,390"
2024,Male,42,"34,941"
2024,Male,43,"35,159"
2024,Male,44,"34,490"
2024,Male,45,"33,162"
2024,Male,46,"32,034"
2024,Male,47,"31,819"
2024,Male,48,"31,716"
2024,Male,49,"31,533"
2024,Male,50,"30,593"
2024,Male,51,"31,013"
2024,Male,52,"31,269"
2024,Male,53,"33,369"
2024,Male,54,"33,155"
2024,Male,55,"32,639"
2024,Male,56,"31,711"
2024,Male,57,"31,240"
2024,Male,58,"31,911"
2024,Male,59,"33,750"
2024,Male,60,"34,899"
2024,Male,61,"35,945"
2024,Male,62,"34,485"
2024,Male,63,"35,044"
2024,Male,64,"34,185"
2024,Male,65,"33,221"
2024,Male,66,"33,307"
2024,Male,67,"32,249"
2024,Male,68,"31,863"
2024,Male,69,"30,883"
2024,Male,70,"29,716"
2024,Male,71,"28,489"
2024,Male,72,"27,452"
2024,Male,73,"26,733"
2024,Male,74,"25,963"
2024,Male,75,"24,638"
2024,Male,76,"24,256"
2024,Male,77,"23,285"
2024,Male,78,"18,897"
2024,Male,79,"17,002"
2024,Male,80,"16,110"
2024,Male,81,"14,568"
2024,Male,82,"12,778"
2024,Male,83,"11,518"
2024,Male,84,"10,392"
2024,Male,85,"9,394"
2024,Male,86,"8,416"
2024,Male,87,"7,511"
2024,Male,88,"6,917"
2024,Male,89,"6,018"
2024,Male,90,"5,293"
2024,Male,91,"4,640"
2024,Male,92,"4,077"
2024,Male,93,"3,384"
2024,Male,94,"2,692"
2024,Male,95,"2,108"
2024,Male,96,"1,569"
2024,Male,97,"1,183"
2024,Male,98,889
2024,Male,99,618
2024,Male,100+,"1,349"
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
2024,Female,0,"24,137"
2024,Female,1,"24,208"
2024,Female,2,"24,229"
2024,Female,3,"24,233"
2024,Female,4,"24,208"
2024,Female,5,"24,163"
2024,Female,6,"24,054"
2024,Female,7,"23,968"
2024,Female,8,"23,857"
2024,Female,9,"23,642"
2024,Female,10,"23,494"
2024,Female,11,"23,897"
2024,Female,12,"23,776"
2024,Female,13,"24,033"
2024,Female,14,"23,908"
2024,Female,15,"24,533"
2024,Female,16,"24,755"
2024,Female,17,"24,478"
2024,Female,18,"24,357"
2024,Female,19,"24,492"
2024,Female,20,"24,902"
2024,Female,21,"25,360"
2024,Female,22,"25,711"
2024,Female,23,"26,923"
2024,Female,24,"28,437"
2024,Female,25,"30,394"
2024,Female,26,"32,106"
2024,Female,27,"33,595"
2024,Female,28,"36,871"
2024,Female,29,"37,614"
2024,Female,30,"37,764"
2024,Female,31,"37,874"
2024,Female,32,"37,730"
2024,Female,33,"37,368"
2024,Female,34,"38,624"
2024,Female,35,"37,969"
2024,Female,36,"37,351"
2024,Female,37,"37,075"
2024,Female,38,"37,221"
2024,Female,39,"37,532"
2024,Female,40,"37,265"
2024,Female,41,"37,157"
2024,Female,42,"36,845"
2024,Female,43,"36,005"
2024,Female,44,"34,879"
2024,Female,45,"33,895"
2024,Female,46,"32,879"
2024,Female,47,"32,455"
2024,Female,48,"32,850"
2024,Female,49,"32,623"
2024,Female,50,"32,156"
2024,Female,51,"32,490"
2024,Female,52,"32,777"
2024,Female,53,"35,369"
2024,Female,54,"35,038"
2024,Female,55,"35,124"
2024,Female,56,"33,869"
2024,Female,57,"32,893"
2024,Female,58,"34,256"
2024,Female,59,"35,888"
2024,Female,60,"37,793"
