Year,Sex,Age,Population
2015,Female,71,"21,142"
2015,Female,72,"20,073"
2015,Female,73,"18,422"
2015,Female,74,"17,961"
2015,Female,75,"16,360"
2015,Female,76,"15,313"
2015,Female,77,"14,775"
2015,Female,78,"14,043"
2015,Female,79,"13,291"
2015,Female,80,"12,498"
2015,Female,81,"11,656"
2015,Female,82,"11,427"
2015,Female,83,"10,734"
2015,Female,84,"10,374"
2015,Female,85,"9,579"
2015,Female,86,"8,733"
2015,Female,87,"7,932"
2015,Female,88,"7,209"
2015,Female,89,"6,499"
2015,Female,90,"5,775"
2015,Female,91,"5,053"
2015,Female,92,"4,260"
2015,Female,93,"3,610"
2015,Female,94,"2,943"
2015,Female,95,"2,153"
2015,Female,96,"1,372"
2015,Female,97,900
2015,Female,98,651
2015,Female,99,452
2015,Female,100+,940
2016,Male,0,"23,098"
2016,Male,1,"23,053"
2016,Male,2,"22,950"
2016,Male,3,"23,274"
2016,Male,4,"23,151"
2016,Male,5,"23,150"
2016,Male,6,"24,134"
2016,Male,7,"24,466"
2016,Male,8,"24,425"
2016,Male,9,"24,218"
2016,Male,10,"23,669"
2016,Male,11,"23,539"
2016,Male,12,"23,828"
2016,Male,13,"23,894"
2016,Male,14,"23,935"
2016,Male,15,"24,486"
2016,Male,16,"25,730"
2016,Male,17,"26,894"
2016,Male,18,"28,058"
2016,Male,19,"30,227"
2016,Male,20,"33,558"
2016,Male,21,"34,745"
2016,Male,22,"34,771"
2016,Male,23,"34,337"
2016,Male,24,"33,577"
2016,Male,25,"32,951"
2016,Male,26,"32,553"
2016,Male,27,"32,160"
2016,Male,28,"31,171"
2016,Male,29,"30,740"
2016,Male,30,"31,974"
2016,Male,31,"32,494"
2016,Male,32,"32,219"
2016,Male,33,"32,219"
2016,Male,34,"31,947"
2016,Male,35,"32,334"
2016,Male,36,"31,873"
2016,Male,37,"30,750"
2016,Male,38,"29,859"
2016,Male,39,"29,892"
2016,Male,40,"30,053"
2016,Male,41,"30,150"
2016,Male,42,"29,499"
2016,Male,43,"30,192"
2016,Male,44,"30,676"
2016,Male,45,"33,024"
2016,Male,46,"32,945"
2016,Male,47,"32,526"
2016,Male,48,"31,656"
2016,Male,49,"31,195"
2016,Male,50,"31,918"
2016,Male,51,"33,894"
2016,Male,52,"35,161"
2016,Male,53,"36,355"
2016,Male,54,"34,953"
2016,Male,55,"35,656"
2016,Male,56,"34,937"
2016,Male,57,"34,118"
2016,Male,58,"34,438"
2016,Male,59,"33,499"
2016,Male,60,"33,265"
2016,Male,61,"32,401"
2016,Male,62,"31,309"
2016,Male,63,"30,258"
2016,Male,64,"29,376"
2016,Male,65,"28,883"
2016,Male,66,"28,422"
2016,Male,67,"27,458"
2016,Male,68,"27,557"
2016,Male,69,"27,025"
2016,Male,70,"22,425"
2016,Male,71,"20,740"
2016,Male,72,"20,281"
2016,Male,73,"18,938"
2016,Male,74,"17,134"
2016,Male,75,"15,973"
2016,Male,76,"14,809"
2016,Male,77,"13,834"
2016,Male,78,"12,825"
2016,Male,79,"11,939"
2016,Male,80,"11,445"
2016,Male,81,"10,470"
2016,Male,82,"9,617"
2016,Male,83,"9,048"
2016,Male,84,"8,554"
2016,Male,85,"7,815"
2016,Male,86,"6,790"
2016,Male,87,"5,804"
2016,Male,88,"4,991"
2016,Male,89,"4,171"
2016,Male,90,"3,452"
2016,Male,91,"2,802"
2016,Male,92,"2,357"
2016,Male,93,"1,792"
2016,Male,94,"1,447"
2016,Male,95,"1,041"
2016,Male,96,646
2016,Male,97,334
2016,Male,98,193
2016,Male,99,110
2016,Male,100+,204
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
2016,Female,0,"21,980"
2016,Female,1,"21,766"
2016,Female,2,"21,613"
2016,Female,3,"21,989"
2016,Female,4,"21,835"
2016,Female,5,"22,093"
2016,Female,6,"21,952"
2016,Female,7,"22,549"
2016,Female,8,"22,746"
2016,Female,9,"22,444"
2016,Female,10,"22,227"
2016,Female,11,"22,193"
2016,Female,12,"22,347"
2016,Female,13,"22,462"
2016,Female,14,"22,408"
2016,Female,15,"23,185"
2016,Female,16,"24,164"
2016,Female,17,"25,565"
2016,Female,18,"26,795"
2016,Female,19,"27,907"
2016,Female,20,"30,912"
2016,Female,21,"31,411"
2016,Female,22,"31,407"
2016,Female,23,"31,415"
2016,Female,24,"31,283"
2016,Female,25,"31,002"
2016,Female,26,"32,431"
2016,Female,27,"32,039"
2016,Female,28,"31,739"
2016,Female,29,"31,859"
2016,Female,30,"32,432"
2016,Female,31,"33,160"
2016,Female,32,"33,291"
2016,Female,33,"33,538"
2016,Female,34,"33,525"
2016,Female,35,"32,913"
2016,Female,36,"32,005"
2016,Female,37,"31,186"
2016,Female,38,"30,354"
2016,Female,39,"30,110"
2016,Female,40,"30,685"
2016,Female,41,"30,660"
2016,Female,42,"30,366"
2016,Female,43,"30,875"
2016,Female,44,"31,303"
2016,Female,45,"34,112"
2016,Female,46,"33,864"
2016,Female,47,"34,051"
2016,Female,48,"32,881"
2016,Female,49,"31,969"
2016,Female,50,"33,426"
2016,Female,51,"35,146"
2016,Female,52,"37,181"
2016,Female,53,"37,352"
2016,Female,54,"36,260"
2016,Female,55,"36,880"
2016,Female,56,"36,394"
2016,Female,57,"35,639"
2016,Female,58,"35,345"
2016,Female,59,"34,554"
2016,Female,60,"33,735"
2016,Female,61,"33,564"
2016,Female,62,"32,103"
2016,Female,63,"30,715"
2016,Female,64,"29,687"
2016,Female,65,"29,206"
2016,Female,66,"29,121"
2016,Female,67,"28,081"
2016,Female,68,"27,997"
2016,Female,69,"28,028"
2016,Female,70,"23,026"
2016,Female,71,"21,399"
2016,Female,72,"20,966"
2016,Female,73,"19,887"
2016,Female,74,"18,205"
2016,Female,75,"17,716"
2016,Female,76,"16,071"
2016,Female,77,"15,040"
2016,Female,78,"14,487"
2016,Female,79,"13,718"
2016,Female,80,"12,946"
2016,Female,81,"12,100"
2016,Female,82,"11,269"
2016,Female,83,"10,987"
2016,Female,84,"10,297"
2016,Female,85,"9,940"
2016,Female,86,"9,101"
2016,Female,87,"8,230"
2016,Female,88,"7,420"
2016,Female,89,"6,610"
2016,Female,90,"5,962"
2016,Female,91,"5,208"
2016,Female,92,"4,507"
2016,Female,93,"3,757"
2016,Female,94,"3,127"
2016,Female,95,"2,471"
2016,Female,96,"1,772"
2016,Female,97,"1,125"
2016,Female,98,699
2016,Female,99,522
2016,Female,100+,"1,064"
2017,Male,0,"23,469"
2017,Male,1,"23,353"
2017,Male,2,"23,305"
2017,Male,3,"23,211"
2017,Male,4,"23,538"
2017,Male,5,"23,430"
2017,Male,6,"23,415"
2017,Male,7,"24,398"
2017,Male,8,"24,727"
2017,Male,9,"24,693"
2017,Male,10,"24,490"
2017,Male,11,"23,934"
2017,Male,12,"23,805"
2017,Male,13,"24,092"
2017,Male,14,"24,159"
2017,Male,15,"24,185"
2017,Male,16,"24,751"
2017,Male,17,"25,974"
2017,Male,18,"27,192"
2017,Male,19,"28,467"
2017,Male,20,"30,724"
2017,Male,21,"34,069"
2017,Male,22,"35,318"
2017,Male,23,"35,372"
2017,Male,24,"34,965"
2017,Male,25,"34,300"
2017,Male,26,"33,658"
2017,Male,27,"33,290"
2017,Male,28,"32,900"
2017,Male,29,"31,852"
2017,Male,30,"31,383"
2017,Male,31,"32,565"
2017,Male,32,"33,021"
2017,Male,33,"32,687"
2017,Male,34,"32,695"
2017,Male,35,"32,397"
2017,Male,36,"32,757"
2017,Male,37,"32,276"
2017,Male,38,"31,112"
2017,Male,39,"30,230"
2017,Male,40,"30,237"
2017,Male,41,"30,363"
2017,Male,42,"30,450"
2017,Male,43,"29,788"
2017,Male,44,"30,411"
2017,Male,45,"30,868"
2017,Male,46,"33,141"
2017,Male,47,"33,066"
2017,Male,48,"32,610"
2017,Male,49,"31,695"
2017,Male,50,"31,204"
2017,Male,51,"31,948"
2017,Male,52,"33,889"
2017,Male,53,"35,147"
2017,Male,54,"36,319"
2017,Male,55,"34,952"
2017,Male,56,"35,631"
2017,Male,57,"34,924"
2017,Male,58,"34,074"
2017,Male,59,"34,376"
2017,Male,60,"33,416"
2017,Male,61,"33,155"
2017,Male,62,"32,254"
2017,Male,63,"31,211"
2017,Male,64,"30,094"
2017,Male,65,"29,214"
2017,Male,66,"28,685"
2017,Male,67,"28,242"
2017,Male,68,"27,272"
2017,Male,69,"27,322"
2017,Male,70,"26,764"
2017,Male,71,"22,163"
2017,Male,72,"20,467"
2017,Male,73,"19,978"
2017,Male,74,"18,568"
2017,Male,75,"16,723"
2017,Male,76,"15,582"
2017,Male,77,"14,383"
2017,Male,78,"13,358"
2017,Male,79,"12,320"
2017,Male,80,"11,419"
2017,Male,81,"10,909"
2017,Male,82,"9,939"
2017,Male,83,"9,067"
2017,Male,84,"8,576"
2017,Male,85,"8,029"
2017,Male,86,"7,280"
2017,Male,87,"6,244"
2017,Male,88,"5,325"
2017,Male,89,"4,520"
2017,Male,90,"3,788"
2017,Male,91,"3,030"
2017,Male,92,"2,467"
2017,Male,93,"2,009"
2017,Male,94,"1,528"
2017,Male,95,"1,221"
2017,Male,96,829
2017,Male,97,528
2017,Male,98,276
2017,Male,99,147
2017,Male,100+,243
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
2017,Female,0,"22,339"
2017,Female,1,"22,227"
2017,Female,2,"21,999"
2017,Female,3,"21,847"
2017,Female,4,"22,224"
2017,Female,5,"22,074"
2017,Female,6,"22,326"
2017,Female,7,"22,190"
2017,Female,8,"22,782"
2017,Female,9,"22,979"
2017,Female,10,"22,671"
2017,Female,11,"22,479"
2017,Female,12,"22,451"
2017,Female,13,"22,583"
2017,Female,14,"22,706"
2017,Female,15,"22,670"
2017,Female,16,"23,446"
2017,Female,17,"24,433"
2017,Female,18,"25,905"
2017,Female,19,"27,242"
2017,Female,20,"28,451"
2017,Female,21,"31,526"
2017,Female,22,"32,091"
2017,Female,23,"32,129"
2017,Female,24,"32,209"
2017,Female,25,"32,095"
2017,Female,26,"31,809"
2017,Female,27,"33,237"
2017,Female,28,"32,843"
2017,Female,29,"32,574"
2017,Female,30,"32,672"
2017,Female,31,"33,232"
2017,Female,32,"33,919"
2017,Female,33,"33,996"
2017,Female,34,"34,156"
2017,Female,35,"34,057"
2017,Female,36,"33,393"
2017,Female,37,"32,443"
2017,Female,38,"31,580"
2017,Female,39,"30,746"
2017,Female,40,"30,476"
2017,Female,41,"31,036"
2017,Female,42,"30,981"
2017,Female,43,"30,673"
2017,Female,44,"31,146"
2017,Female,45,"31,582"
2017,Female,46,"34,332"
2017,Female,47,"34,091"
2017,Female,48,"34,255"
2017,Female,49,"33,048"
2017,Female,50,"32,130"
2017,Female,51,"33,571"
2017,Female,52,"35,279"
2017,Female,53,"37,271"
2017,Female,54,"37,472"
2017,Female,55,"36,377"
2017,Female,56,"36,960"
2017,Female,57,"36,459"
2017,Female,58,"35,717"
2017,Female,59,"35,425"
2017,Female,60,"34,604"
2017,Female,61,"33,798"
2017,Female,62,"33,602"
2017,Female,63,"32,100"
2017,Female,64,"30,703"
2017,Female,65,"29,675"
2017,Female,66,"29,188"
2017,Female,67,"29,089"
2017,Female,68,"28,009"
2017,Female,69,"27,874"
2017,Female,70,"27,813"
2017,Female,71,"22,832"
2017,Female,72,"21,217"
2017,Female,73,"20,767"
2017,Female,74,"19,646"
2017,Female,75,"17,955"
2017,Female,76,"17,399"
2017,Female,77,"15,783"
2017,Female,78,"14,747"
2017,Female,79,"14,151"
2017,Female,80,"13,362"
2017,Female,81,"12,535"
2017,Female,82,"11,700"
2017,Female,83,"10,839"
2017,Female,84,"10,541"
2017,Female,85,"9,870"
2017,Female,86,"9,447"
2017,Female,87,"8,579"
2017,Female,88,"7,701"
2017,Female,89,"6,806"
2017,Female,90,"6,066"
2017,Female,91,"5,378"
2017,Female,92,"4,647"
2017,Female,93,"3,976"
2017,Female,94,"3,256"
2017,Female,95,"2,626"
2017,Female,96,"2,034"
2017,Female,97,"1,453"
2017,Female,98,873
2017,Female,99,561
2017,Female,100+,"1,212"
2018,Male,0,"23,821"
2018,Male,1,"23,719"
2018,Male,2,"23,602"
2018,Male,3,"23,564"
2018,Male,4,"23,475"
2018,Male,5,"23,819"
2018,Male,6,"23,697"
2018,Male,7,"23,682"
2018,Male,8,"24,664"
2018,Male,9,"25,000"
2018,Male,10,"24,971"
2018,Male,11,"24,761"
2018,Male,12,"24,206"
2018,Male,13,"24,076"
2018,Male,14,"24,363"
2018,Male,15,"24,412"
2018,Male,16,"24,453"
2018,Male,17,"24,996"
2018,Male,18,"26,271"
2018,Male,19,"27,597"
2018,Male,20,"28,957"
2018,Male,21,"31,229"
2018,Male,22,"34,632"
2018,Male,23,"35,904"
2018,Male,24,"35,983"
2018,Male,25,"35,671"
2018,Male,26,"34,988"
2018,Male,27,"34,376"
2018,Male,28,"34,014"
2018,Male,29,"33,567"
2018,Male,30,"32,487"
2018,Male,31,"31,971"
2018,Male,32,"33,092"
2018,Male,33,"33,489"
2018,Male,34,"33,163"
2018,Male,35,"33,145"
2018,Male,36,"32,822"
2018,Male,37,"33,161"
2018,Male,38,"32,638"
2018,Male,39,"31,485"
2018,Male,40,"30,578"
2018,Male,41,"30,550"
2018,Male,42,"30,666"
2018,Male,43,"30,740"
2018,Male,44,"30,010"
2018,Male,45,"30,605"
2018,Male,46,"30,993"
2018,Male,47,"33,264"
2018,Male,48,"33,150"
2018,Male,49,"32,647"
2018,Male,50,"31,703"
2018,Male,51,"31,238"
2018,Male,52,"31,952"
2018,Male,53,"33,884"
2018,Male,54,"35,122"
2018,Male,55,"36,318"
2018,Male,56,"34,938"
2018,Male,57,"35,621"
2018,Male,58,"34,882"
2018,Male,59,"34,024"
2018,Male,60,"34,297"
2018,Male,61,"33,315"
2018,Male,62,"33,012"
2018,Male,63,"32,159"
2018,Male,64,"31,047"
2018,Male,65,"29,934"
2018,Male,66,"29,021"
2018,Male,67,"28,511"
2018,Male,68,"28,055"
2018,Male,69,"27,051"
2018,Male,70,"27,069"
2018,Male,71,"26,444"
2018,Male,72,"21,876"
2018,Male,73,"20,171"
2018,Male,74,"19,595"
2018,Male,75,"18,127"
2018,Male,76,"16,319"
2018,Male,77,"15,139"
2018,Male,78,"13,894"
2018,Male,79,"12,839"
2018,Male,80,"11,790"
2018,Male,81,"10,892"
2018,Male,82,"10,362"
2018,Male,83,"9,376"
2018,Male,84,"8,601"
2018,Male,85,"8,056"
2018,Male,86,"7,486"
2018,Male,87,"6,702"
2018,Male,88,"5,735"
2018,Male,89,"4,827"
2018,Male,90,"4,109"
2018,Male,91,"3,329"
2018,Male,92,"2,671"
2018,Male,93,"2,106"
2018,Male,94,"1,715"
2018,Male,95,"1,290"
2018,Male,96,973
2018,Male,97,678
2018,Male,98,436
2018,Male,99,210
2018,Male,100+,302
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
2018,Female,0,"22,667"
2018,Female,1,"22,576"
2018,Female,2,"22,451"
2018,Female,3,"22,225"
2018,Female,4,"22,076"
2018,Female,5,"22,458"
2018,Female,6,"22,303"
2018,Female,7,"22,560"
2018,Female,8,"22,421"
2018,Female,9,"23,014"
2018,Female,10,"23,205"
2018,Female,11,"22,921"
2018,Female,12,"22,736"
2018,Female,13,"22,684"
2018,Female,14,"22,824"
2018,Female,15,"22,965"
2018,Female,16,"22,926"
2018,Female,17,"23,708"
2018,Female,18,"24,762"
2018,Female,19,"26,338"
2018,Female,20,"27,770"
2018,Female,21,"29,046"
2018,Female,22,"32,183"
2018,Female,23,"32,788"
2018,Female,24,"32,900"
2018,Female,25,"32,997"
2018,Female,26,"32,876"
2018,Female,27,"32,590"
2018,Female,28,"34,018"
2018,Female,29,"33,661"
2018,Female,30,"33,374"
2018,Female,31,"33,465"
2018,Female,32,"33,987"
2018,Female,33,"34,619"
2018,Female,34,"34,609"
2018,Female,35,"34,682"
2018,Female,36,"34,530"
2018,Female,37,"33,825"
2018,Female,38,"32,832"
2018,Female,39,"31,968"
2018,Female,40,"31,108"
2018,Female,41,"30,825"
2018,Female,42,"31,355"
2018,Female,43,"31,285"
2018,Female,44,"30,940"
2018,Female,45,"31,421"
2018,Female,46,"31,799"
2018,Female,47,"34,551"
2018,Female,48,"34,287"
2018,Female,49,"34,412"
2018,Female,50,"33,199"
2018,Female,51,"32,271"
2018,Female,52,"33,701"
2018,Female,53,"35,369"
2018,Female,54,"37,387"
2018,Female,55,"37,581"
2018,Female,56,"36,455"
2018,Female,57,"37,019"
2018,Female,58,"36,531"
2018,Female,59,"35,793"
2018,Female,60,"35,469"
2018,Female,61,"34,662"
2018,Female,62,"33,835"
2018,Female,63,"33,589"
2018,Female,64,"32,078"
2018,Female,65,"30,683"
2018,Female,66,"29,653"
2018,Female,67,"29,155"
2018,Female,68,"29,008"
2018,Female,69,"27,886"
2018,Female,70,"27,661"
2018,Female,71,"27,562"
2018,Female,72,"22,633"
2018,Female,73,"21,015"
2018,Female,74,"20,512"
2018,Female,75,"19,372"
2018,Female,76,"17,633"
2018,Female,77,"17,083"
2018,Female,78,"15,472"
2018,Female,79,"14,404"
2018,Female,80,"13,783"
2018,Female,81,"12,937"
2018,Female,82,"12,118"
2018,Female,83,"11,251"
2018,Female,84,"10,400"
2018,Female,85,"10,105"
2018,Female,86,"9,382"
2018,Female,87,"8,906"
2018,Female,88,"8,028"
2018,Female,89,"7,064"
2018,Female,90,"6,247"
2018,Female,91,"5,474"
2018,Female,92,"4,802"
2018,Female,93,"4,102"
2018,Female,94,"3,448"
2018,Female,95,"2,735"
2018,Female,96,"2,163"
2018,Female,97,"1,669"
2018,Female,98,"1,128"
2018,Female,99,701
2018,Female,100+,"1,356"
2019,Male,0,"24,180"
2019,Male,1,"24,067"
2019,Male,2,"23,965"
2019,Male,3,"23,859"
2019,Male,4,"23,826"
2019,Male,5,"23,755"
2019,Male,6,"24,085"
2019,Male,7,"23,965"
2019,Male,8,"23,948"
2019,Male,9,"24,938"
2019,Male,10,"25,279"
2019,Male,11,"25,243"
2019,Male,12,"25,034"
2019,Male,13,"24,478"
2019,Male,14,"24,347"
2019,Male,15,"24,615"
2019,Male,16,"24,679"
2019,Male,17,"24,696"
2019,Male,18,"25,291"
2019,Male,19,"26,671"
2019,Male,20,"28,081"
2019,Male,21,"29,457"
2019,Male,22,"31,785"
2019,Male,23,"35,208"
2019,Male,24,"36,504"
2019,Male,25,"36,680"
2019,Male,26,"36,348"
2019,Male,27,"35,696"
2019,Male,28,"35,092"
2019,Male,29,"34,675"
2019,Male,30,"34,197"
2019,Male,31,"33,072"
2019,Male,32,"32,498"
2019,Male,33,"33,559"
2019,Male,34,"33,964"
2019,Male,35,"33,612"
2019,Male,36,"33,568"
2019,Male,37,"33,225"
2019,Male,38,"33,520"
2019,Male,39,"33,008"
2019,Male,40,"31,830"
2019,Male,41,"30,889"
2019,Male,42,"30,852"
2019,Male,43,"30,955"
2019,Male,44,"30,958"
2019,Male,45,"30,202"
2019,Male,46,"30,727"
2019,Male,47,"31,117"
2019,Male,48,"33,343"
2019,Male,49,"33,181"
2019,Male,50,"32,647"
2019,Male,51,"31,731"
2019,Male,52,"31,241"
2019,Male,53,"31,951"
2019,Male,54,"33,861"
2019,Male,55,"35,123"
2019,Male,56,"36,293"
2019,Male,57,"34,929"
2019,Male,58,"35,573"
2019,Male,59,"34,826"
2019,Male,60,"33,946"
2019,Male,61,"34,189"
2019,Male,62,"33,171"
2019,Male,63,"32,912"
2019,Male,64,"31,987"
2019,Male,65,"30,878"
2019,Male,66,"29,733"
2019,Male,67,"28,843"
2019,Male,68,"28,322"
2019,Male,69,"27,825"
2019,Male,70,"26,803"
2019,Male,71,"26,746"
2019,Male,72,"26,089"
2019,Male,73,"21,556"
2019,Male,74,"19,785"
2019,Male,75,"19,128"
2019,Male,76,"17,687"
2019,Male,77,"15,855"
2019,Male,78,"14,624"
2019,Male,79,"13,354"
2019,Male,80,"12,287"
2019,Male,81,"11,247"
2019,Male,82,"10,348"
2019,Male,83,"9,777"
2019,Male,84,"8,897"
2019,Male,85,"8,082"
2019,Male,86,"7,514"
2019,Male,87,"6,894"
2019,Male,88,"6,158"
2019,Male,89,"5,201"
2019,Male,90,"4,390"
2019,Male,91,"3,613"
2019,Male,92,"2,936"
2019,Male,93,"2,281"
2019,Male,94,"1,799"
2019,Male,95,"1,449"
2019,Male,96,"1,028"
2019,Male,97,795
2019,Male,98,560
2019,Male,99,330
2019,Male,100+,396
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
2019,Female,0,"23,009"
2019,Female,1,"22,900"
2019,Female,2,"22,796"
2019,Female,3,"22,675"
2019,Female,4,"22,452"
2019,Female,5,"22,309"
2019,Female,6,"22,686"
2019,Female,7,"22,537"
2019,Female,8,"22,791"
2019,Female,9,"22,652"
2019,Female,10,"23,239"
2019,Female,11,"23,456"
2019,Female,12,"23,179"
2019,Female,13,"22,968"
2019,Female,14,"22,925"
2019,Female,15,"23,083"
2019,Female,16,"23,220"
2019,Female,17,"23,185"
2019,Female,18,"24,034"
2019,Female,19,"25,191"
2019,Female,20,"26,860"
2019,Female,21,"28,357"
2019,Female,22,"29,695"
2019,Female,23,"32,871"
2019,Female,24,"33,552"
2019,Female,25,"33,681"
2019,Female,26,"33,770"
2019,Female,27,"33,651"
2019,Female,28,"33,366"
2019,Female,29,"34,834"
2019,Female,30,"34,460"
2019,Female,31,"34,169"
2019,Female,32,"34,222"
2019,Female,33,"34,691"
2019,Female,34,"35,235"
2019,Female,35,"35,135"
2019,Female,36,"35,155"
2019,Female,37,"34,963"
2019,Female,38,"34,213"
2019,Female,39,"33,219"
2019,Female,40,"32,330"
2019,Female,41,"31,459"
2019,Female,42,"31,145"
2019,Female,43,"31,659"
2019,Female,44,"31,550"
2019,Female,45,"31,214"
2019,Female,46,"31,636"
2019,Female,47,"32,019"
2019,Female,48,"34,745"
2019,Female,49,"34,441"
2019,Female,50,"34,557"
2019,Female,51,"33,335"
2019,Female,52,"32,402"
2019,Female,53,"33,793"
2019,Female,54,"35,487"
2019,Female,55,"37,495"
2019,Female,56,"37,653"
2019,Female,57,"36,513"
2019,Female,58,"37,088"
2019,Female,59,"36,604"
2019,Female,60,"35,836"
2019,Female,61,"35,524"
2019,Female,62,"34,695"
2019,Female,63,"33,821"
2019,Female,64,"33,558"
2019,Female,65,"32,049"
2019,Female,66,"30,655"
2019,Female,67,"29,618"
2019,Female,68,"29,074"
2019,Female,69,"28,877"
2019,Female,70,"27,673"
2019,Female,71,"27,412"
2019,Female,72,"27,309"
2019,Female,73,"22,414"
2019,Female,74,"20,757"
2019,Female,75,"20,224"
2019,Female,76,"19,021"
2019,Female,77,"17,313"
2019,Female,78,"16,743"
2019,Female,79,"15,111"
2019,Female,80,"14,029"
2019,Female,81,"13,344"
2019,Female,82,"12,506"
